date,district,rainfall_mm,rolling_7d,reservoir_level_pct,capacity_mcft,flood
2023-02-10,Eluru,4.18,22.79,40.77,542,0
2023-02-11,Eluru,4.87,23.21,40.02,542,0
2023-02-12,Eluru,2.19,23.009999999999998,39.52,542,0
2023-02-13,Eluru,0.45,23.250000000000004,38.95,542,0
2023-02-14,Eluru,3.34,22.23,38.21,542,0
2023-02-15,Eluru,2.91,22.51,37.87,542,0
2023-02-16,Eluru,4.07,22.009999999999998,37.33,542,0
2023-02-17,Eluru,0.56,18.39,37.21,542,0
2023-02-18,Eluru,0.65,14.17,36.98,542,0
2023-02-19,Eluru,6.63,18.61,36.29,542,0
2023-02-20,Eluru,4.16,22.32,35.66,542,0
2023-02-21,Eluru,7.17,26.15,35.31,542,0
2023-02-22,Eluru,4.27,27.509999999999998,34.95,542,0
2023-02-23,Eluru,2.73,26.169999999999998,34.48,542,0
2023-02-24,Eluru,3.19,28.8,34.37,542,0
2023-02-25,Eluru,6.6,34.75,34.11,542,0
2023-02-26,Eluru,2.59,30.71,33.86,542,0
2023-02-27,Eluru,3.0,29.549999999999997,33.58,542,0
2023-02-28,Eluru,0.51,22.889999999999997,32.92,542,0
2023-03-01,Eluru,1.93,20.549999999999997,32.62,542,0
2023-03-02,Eluru,3.78,21.6,32.39,542,0
2023-03-03,Eluru,0.95,19.36,31.94,542,0
2023-03-04,Eluru,0.68,13.44,31.23,542,0
2023-03-05,Eluru,1.13,11.98,30.96,542,0
2023-03-06,Eluru,0.83,9.809999999999999,30.81,542,0
2023-03-07,Eluru,0.73,10.03,30.46,542,0
2023-03-08,Eluru,1.66,9.76,29.84,542,0
2023-03-09,Eluru,7.15,13.129999999999999,29.35,542,0
2023-03-10,Eluru,2.12,14.3,28.68,542,0
2023-03-11,Eluru,0.62,14.239999999999998,27.91,542,0
2023-03-12,Eluru,0.24,13.35,27.25,542,0
2023-03-13,Eluru,3.57,16.09,26.73,542,0
2023-03-14,Eluru,1.45,16.81,26.28,542,0
2023-03-15,Eluru,5.18,20.33,26.16,542,0
2023-03-16,Eluru,3.23,16.41,25.37,542,0
2023-03-17,Eluru,4.77,19.06,25.0,542,0
2023-03-18,Eluru,0.95,19.389999999999997,24.79,542,0
2023-03-19,Eluru,3.54,22.689999999999998,24.22,542,0
2023-03-20,Eluru,0.92,20.04,23.93,542,0
2023-03-21,Eluru,8.39,26.98,23.42,542,0
2023-03-22,Eluru,3.03,24.830000000000002,22.9,542,0
2023-03-23,Eluru,1.18,22.78,22.49,542,0
2023-03-24,Eluru,0.94,18.95,21.81,542,0
2023-03-25,Eluru,0.64,18.64,21.52,542,0
2023-03-26,Eluru,3.56,18.66,21.11,542,0
2023-03-27,Eluru,0.74,18.479999999999997,20.63,542,0
2023-03-28,Eluru,2.71,12.8,20.07,542,0
2023-03-29,Eluru,0.92,10.690000000000001,19.42,542,0
2023-03-30,Eluru,3.25,12.760000000000002,19.04,542,0
2023-03-31,Eluru,5.06,16.88,18.49,542,0
2023-04-01,Eluru,4.52,20.759999999999998,18.28,542,0
2023-04-02,Eluru,4.29,21.49,17.53,542,0
2023-04-03,Eluru,0.62,21.37,17.16,542,0
2023-04-04,Eluru,0.28,18.94,16.55,542,0
2023-04-05,Eluru,3.6,21.619999999999997,16.44,542,0
2023-04-06,Eluru,1.38,19.75,16.19,542,0
2023-04-07,Eluru,1.7,16.39,15.75,542,0
2023-04-08,Eluru,0.09,11.959999999999999,15.04,542,0
2023-04-09,Eluru,0.9,8.57,14.57,542,0
2023-04-10,Eluru,0.1,8.049999999999999,13.82,542,0
2023-04-11,Eluru,6.34,14.11,13.38,542,0
2023-04-12,Eluru,0.84,11.35,12.94,542,0
2023-04-13,Eluru,2.44,12.409999999999998,12.75,542,0
2023-04-14,Eluru,0.12,10.83,12.09,542,0
2023-04-15,Eluru,3.3,14.04,11.82,542,0
2023-04-16,Eluru,1.17,14.309999999999999,11.09,542,0
2023-04-17,Eluru,6.85,21.06,10.35,542,0
2023-04-18,Eluru,6.57,21.29,10.0,542,0
2023-04-19,Eluru,1.18,21.63,10.0,542,0
2023-04-20,Eluru,6.94,26.13,10.0,542,0
2023-04-21,Eluru,16.69,42.7,10.0,542,0
2023-04-22,Eluru,5.24,44.64,10.0,542,0
2023-04-23,Eluru,5.59,49.06,10.0,542,0
2023-04-24,Eluru,0.86,43.07,10.0,542,0
2023-04-25,Eluru,2.58,39.080000000000005,10.0,542,0
2023-04-26,Eluru,0.21,38.11,10.0,542,0
2023-04-27,Eluru,0.3,31.470000000000002,10.0,542,0
2023-04-28,Eluru,20.42,35.2,10.0,542,0
2023-04-29,Eluru,1.19,31.150000000000002,10.0,542,0
2023-04-30,Eluru,4.14,29.700000000000003,10.0,542,0
2023-05-01,Eluru,4.93,33.77,10.0,542,0
2023-05-02,Eluru,5.86,37.050000000000004,10.0,542,0
2023-05-03,Eluru,18.13,54.97,10.0,542,0
2023-05-04,Eluru,0.83,55.50000000000001,10.0,542,0
2023-05-05,Eluru,0.12,35.199999999999996,10.0,542,0
2023-05-06,Eluru,1.59,35.6,10.0,542,0
2023-05-07,Eluru,0.42,31.88,10.0,542,0
2023-05-08,Eluru,0.07,27.020000000000003,10.0,542,0
2023-05-09,Eluru,1.34,22.5,10.0,542,0
2023-05-10,Eluru,4.59,8.96,10.0,542,0
2023-05-11,Eluru,2.51,10.64,10.0,542,0
2023-05-12,Eluru,1.13,11.65,10.0,542,0
2023-05-13,Eluru,3.19,13.249999999999998,10.0,542,0
2023-05-14,Eluru,0.79,13.62,10.0,542,0
2023-05-15,Eluru,0.04,13.59,10.0,542,0
2023-05-16,Eluru,4.34,16.59,10.0,542,0
2023-05-17,Eluru,2.93,14.93,10.0,542,0
2023-05-18,Eluru,4.31,16.729999999999997,10.0,542,0
2023-05-19,Eluru,0.12,15.719999999999999,10.0,542,0
2023-05-20,Eluru,5.44,17.97,10.0,542,0
2023-05-21,Eluru,2.9,20.080000000000002,10.0,542,0
2023-05-22,Eluru,2.49,22.529999999999998,10.0,542,0
2023-05-23,Eluru,2.94,21.13,10.0,542,0
2023-05-24,Eluru,5.99,24.189999999999998,10.0,542,0
2023-05-25,Eluru,2.65,22.53,10.0,542,0
2023-05-26,Eluru,2.61,25.02,10.0,542,0
2023-05-27,Eluru,14.03,33.61,10.0,542,0
2023-05-28,Eluru,4.24,34.95,10.0,542,0
2023-05-29,Eluru,1.75,34.209999999999994,10.0,542,0
2023-05-30,Eluru,3.69,34.96,10.0,542,0
2023-05-31,Eluru,1.48,30.449999999999996,10.0,542,0
2023-06-01,Eluru,5.2,33.0,11.02,542,0
2023-06-02,Eluru,18.17,48.56,11.66,542,0
2023-06-03,Eluru,52.67,87.2,12.21,542,0
2023-06-04,Eluru,52.94,135.9,13.2,542,0
2023-06-05,Eluru,8.37,142.52,15.47,542,0
2023-06-06,Eluru,15.0,153.83,16.8,542,0
2023-06-07,Eluru,4.76,157.10999999999999,18.74,542,0
2023-06-08,Eluru,108.66,260.57,21.08,542,0
2023-06-09,Eluru,79.39,321.78999999999996,22.39,542,0
2023-06-10,Eluru,20.97,290.09000000000003,23.27,542,0
2023-06-11,Eluru,32.64,269.78999999999996,24.81,542,0
2023-06-12,Eluru,25.11,286.53,27.12,542,0
2023-06-13,Eluru,17.99,289.52,29.23,542,0
2023-06-14,Eluru,1.1,285.86,29.86,542,0
2023-06-15,Eluru,12.13,189.32999999999998,31.75,542,0
2023-06-16,Eluru,22.47,132.41,33.39,542,0
2023-06-17,Eluru,22.64,134.07999999999998,35.71,542,0
2023-06-18,Eluru,9.34,110.78,36.45,542,0
2023-06-19,Eluru,56.84,142.51,38.02,542,0
2023-06-20,Eluru,3.66,128.18,40.28,542,0
2023-06-21,Eluru,13.88,140.96,41.6,542,0
2023-06-22,Eluru,23.48,152.31,43.06,542,0
2023-06-23,Eluru,23.89,153.73000000000002,43.71,542,0
2023-06-24,Eluru,20.92,152.01000000000002,44.76,542,0
2023-06-25,Eluru,6.44,149.11,45.91,542,0
2023-06-26,Eluru,3.4,95.67,48.3,542,0
2023-06-27,Eluru,20.21,112.22000000000001,49.37,542,0
2023-06-28,Eluru,18.29,116.63,50.79,542,0
2023-06-29,Eluru,3.95,97.10000000000001,52.63,542,0
2023-06-30,Eluru,24.43,97.64000000000001,53.46,542,0
2023-07-01,Eluru,12.15,88.86999999999999,54.93,542,0
2023-07-02,Eluru,22.04,104.47,56.91,542,0
2023-07-03,Eluru,36.33,137.4,59.14,542,0
2023-07-04,Eluru,3.72,120.91,60.89,542,0
2023-07-05,Eluru,0.39,103.01,62.73,542,0
2023-07-06,Eluru,30.2,129.26,63.48,542,0
2023-07-07,Eluru,18.82,123.64999999999999,65.87,542,0
2023-07-08,Eluru,24.06,135.56,66.64,542,0
2023-07-09,Eluru,36.42,149.94,68.69,542,0
2023-07-10,Eluru,32.47,146.07999999999998,69.72,542,0
2023-07-11,Eluru,64.84,207.2,72.08,542,0
2023-07-12,Eluru,15.35,222.16,74.02,542,0
2023-07-13,Eluru,13.41,205.36999999999998,76.03,542,0
2023-07-14,Eluru,10.28,196.82999999999998,76.97,542,0
2023-07-15,Eluru,3.34,176.10999999999999,78.36,542,0
2023-07-16,Eluru,17.0,156.69,80.09,542,0
2023-07-17,Eluru,6.49,130.71,82.13,542,0
2023-07-18,Eluru,50.84,116.71000000000001,82.84,542,0
2023-07-19,Eluru,17.5,118.86000000000001,85.26,542,1
2023-07-20,Eluru,17.97,123.41999999999999,87.55,542,1
2023-07-21,Eluru,8.77,121.91,88.59,542,1
2023-07-22,Eluru,1.07,119.64,90.73,542,1
2023-07-23,Eluru,0.65,103.29,92.27,542,1
2023-07-24,Eluru,11.01,107.81,93.69,542,1
2023-07-25,Eluru,1.77,58.74,94.82,542,0
2023-07-26,Eluru,18.67,59.91,96.48,542,0
2023-07-27,Eluru,42.57,84.51,98.44,542,1
2023-07-28,Eluru,42.9,118.64000000000001,99.76,542,1
2023-07-29,Eluru,21.52,139.09,100.0,542,1
2023-07-30,Eluru,4.75,143.19,100.0,542,1
2023-07-31,Eluru,39.76,171.94,100.0,542,1
2023-08-01,Eluru,43.45,213.62,100.0,542,1
2023-08-02,Eluru,4.38,199.33,100.0,542,1
2023-08-03,Eluru,26.74,183.49999999999997,100.0,542,1
2023-08-04,Eluru,6.75,147.35,100.0,542,1
2023-08-05,Eluru,32.45,158.28,100.0,542,1
2023-08-06,Eluru,117.84,271.37,100.0,542,1
2023-08-07,Eluru,0.61,232.22000000000003,100.0,542,1
2023-08-08,Eluru,45.53,234.3,100.0,542,1
2023-08-09,Eluru,19.49,249.41,100.0,542,1
2023-08-10,Eluru,72.52,295.19,100.0,542,1
2023-08-11,Eluru,12.51,300.95,100.0,542,1
2023-08-12,Eluru,37.6,306.1,100.0,542,1
2023-08-13,Eluru,1.29,189.54999999999998,100.0,542,1
2023-08-14,Eluru,8.17,197.10999999999999,100.0,542,1
2023-08-15,Eluru,1.39,152.96999999999997,100.0,542,1
2023-08-16,Eluru,74.05,207.52999999999997,100.0,542,1
2023-08-17,Eluru,33.96,168.97,100.0,542,1
2023-08-18,Eluru,38.28,194.73999999999998,100.0,542,1
2023-08-19,Eluru,55.6,212.74,100.0,542,1
2023-08-20,Eluru,1.78,213.23,100.0,542,1
2023-08-21,Eluru,9.74,214.79999999999998,100.0,542,1
2023-08-22,Eluru,1.47,214.88,100.0,542,1
2023-08-23,Eluru,4.73,145.56,100.0,542,1
2023-08-24,Eluru,5.21,116.81,100.0,542,1
2023-08-25,Eluru,12.66,91.19000000000001,100.0,542,1
2023-08-26,Eluru,6.25,41.84,100.0,542,0
2023-08-27,Eluru,2.13,42.19,100.0,542,0
2023-08-28,Eluru,3.67,36.120000000000005,100.0,542,0
2023-08-29,Eluru,3.19,37.839999999999996,100.0,542,0
2023-08-30,Eluru,72.3,105.41,100.0,542,1
2023-08-31,Eluru,28.48,128.67999999999998,100.0,542,1
2023-09-01,Eluru,68.69,184.70999999999998,100.0,542,1
2023-09-02,Eluru,11.59,190.04999999999998,100.0,542,1
2023-09-03,Eluru,6.52,194.44,100.0,542,1
2023-09-04,Eluru,32.02,222.79000000000002,100.0,542,1
2023-09-05,Eluru,7.9,227.5,100.0,542,1
2023-09-06,Eluru,7.12,162.32,100.0,542,1
2023-09-07,Eluru,5.29,139.13000000000002,100.0,542,1
2023-09-08,Eluru,2.78,73.22,100.0,542,0
2023-09-09,Eluru,5.93,67.56,100.0,542,0
2023-09-10,Eluru,8.78,69.82000000000001,100.0,542,0
2023-09-11,Eluru,22.42,60.22,100.0,542,0
2023-09-12,Eluru,1.29,53.61,100.0,542,0
2023-09-13,Eluru,4.73,51.22,100.0,542,0
2023-09-14,Eluru,33.11,79.03999999999999,100.0,542,0
2023-09-15,Eluru,3.18,79.44,100.0,542,0
2023-09-16,Eluru,8.39,81.9,100.0,542,1
2023-09-17,Eluru,40.0,113.12,100.0,542,1
2023-09-18,Eluru,3.37,94.07000000000001,100.0,542,1
2023-09-19,Eluru,1.73,94.50999999999999,100.0,542,1
2023-09-20,Eluru,13.25,103.03,100.0,542,1
2023-09-21,Eluru,7.2,77.11999999999999,100.0,542,0
2023-09-22,Eluru,16.58,90.52,100.0,542,1
2023-09-23,Eluru,32.57,114.7,100.0,542,1
2023-09-24,Eluru,2.95,77.65,100.0,542,0
2023-09-25,Eluru,17.38,91.66,100.0,542,1
2023-09-26,Eluru,14.08,104.01,100.0,542,1
2023-09-27,Eluru,3.11,93.87,100.0,542,1
2023-09-28,Eluru,19.56,106.23,100.0,542,1
2023-09-29,Eluru,6.39,96.04,100.0,542,1
2023-09-30,Eluru,13.38,76.85,100.0,542,0
2023-10-01,Eluru,0.26,74.16,99.3,542,0
2023-10-02,Eluru,1.85,58.63,99.12,542,0
2023-10-03,Eluru,1.1,45.65,98.36,542,0
2023-10-04,Eluru,5.18,47.72,97.96,542,0
2023-10-05,Eluru,0.18,28.34,97.86,542,0
2023-10-06,Eluru,1.63,23.58,97.45,542,0
2023-10-07,Eluru,1.84,12.04,97.31,542,0
2023-10-08,Eluru,3.87,15.65,96.83,542,0
2023-10-09,Eluru,2.56,16.36,96.5,542,0
2023-10-10,Eluru,3.3,18.56,96.06,542,0
2023-10-11,Eluru,4.5,17.88,95.54,542,0
2023-10-12,Eluru,5.95,23.65,94.83,542,0
2023-10-13,Eluru,1.13,23.15,94.26,542,0
2023-10-14,Eluru,2.32,23.63,93.86,542,0
2023-10-15,Eluru,5.5,25.259999999999998,93.19,542,0
2023-10-16,Eluru,13.66,36.36,92.45,542,0
2023-10-17,Eluru,6.61,39.67,92.27,542,0
2023-10-18,Eluru,1.39,36.56,91.8,542,0
2023-10-19,Eluru,0.65,31.26,91.5,542,0
2023-10-20,Eluru,2.02,32.150000000000006,91.36,542,0
2023-10-21,Eluru,4.06,33.89,90.8,542,0
2023-10-22,Eluru,2.04,30.430000000000003,90.09,542,0
2023-10-23,Eluru,1.98,18.750000000000004,89.88,542,0
2023-10-24,Eluru,5.46,17.6,89.21,542,0
2023-10-25,Eluru,1.35,17.56,88.51,542,0
2023-10-26,Eluru,5.89,22.8,87.77,542,0
2023-10-27,Eluru,1.57,22.35,87.49,542,0
2023-10-28,Eluru,1.19,19.48,86.75,542,0
2023-10-29,Eluru,1.82,19.259999999999998,86.43,542,0
2023-10-30,Eluru,4.31,21.59,85.94,542,0
2023-10-31,Eluru,0.4,16.53,85.81,542,0
2023-11-01,Eluru,0.66,15.84,85.68,542,0
2023-11-02,Eluru,9.08,19.03,85.07,542,0
2023-11-03,Eluru,0.58,18.04,84.66,542,0
2023-11-04,Eluru,2.52,19.369999999999997,84.38,542,0
2023-11-05,Eluru,2.6,20.15,84.15,542,0
2023-11-06,Eluru,2.02,17.86,83.58,542,0
2023-11-07,Eluru,3.1,20.560000000000002,83.48,542,0
2023-11-08,Eluru,0.78,20.68,82.81,542,0
2023-11-09,Eluru,2.41,14.010000000000002,82.66,542,0
2023-11-10,Eluru,1.4,14.83,82.43,542,0
2023-11-11,Eluru,3.25,15.56,82.05,542,0
2023-11-12,Eluru,0.46,13.420000000000002,81.62,542,0
2023-11-13,Eluru,2.54,13.94,81.27,542,0
2023-11-14,Eluru,0.61,11.450000000000001,80.94,542,0
2023-11-15,Eluru,0.98,11.65,80.17,542,0
2023-11-16,Eluru,0.74,9.979999999999999,79.62,542,0
2023-11-17,Eluru,0.61,9.190000000000001,79.5,542,0
2023-11-18,Eluru,5.24,11.18,79.1,542,0
2023-11-19,Eluru,1.01,11.73,78.39,542,0
2023-11-20,Eluru,7.86,17.05,78.08,542,0
2023-11-21,Eluru,10.51,26.950000000000003,77.91,542,0
2023-11-22,Eluru,2.54,28.51,77.28,542,0
2023-11-23,Eluru,0.46,28.23,76.76,542,0
2023-11-24,Eluru,1.41,29.029999999999998,76.26,542,0
2023-11-25,Eluru,4.79,28.580000000000002,76.12,542,0
2023-11-26,Eluru,1.37,28.939999999999998,75.92,542,0
2023-11-27,Eluru,0.27,21.35,75.39,542,0
2023-11-28,Eluru,2.44,13.280000000000001,75.14,542,0
2023-11-29,Eluru,5.6,16.34,74.69,542,0
2023-11-30,Eluru,4.77,20.65,74.21,542,0
2023-12-01,Eluru,0.58,19.82,73.91,542,0
2023-12-02,Eluru,3.35,18.38,73.14,542,0
2023-12-03,Eluru,0.75,17.759999999999998,72.45,542,0
2023-12-04,Eluru,0.74,18.23,71.85,542,0
2023-12-05,Eluru,6.22,22.009999999999998,71.69,542,0
2023-12-06,Eluru,0.86,17.27,71.52,542,0
2023-12-07,Eluru,0.92,13.42,71.07,542,0
2023-12-08,Eluru,0.0,12.84,70.86,542,0
2023-12-09,Eluru,6.14,15.629999999999999,70.08,542,0
2023-12-10,Eluru,4.72,19.599999999999998,69.87,542,0
2023-12-11,Eluru,2.96,21.82,69.42,542,0
2023-12-12,Eluru,4.16,19.759999999999998,69.07,542,0
2023-12-13,Eluru,0.49,19.39,68.52,542,0
2023-12-14,Eluru,1.84,20.31,68.33,542,0
2023-12-15,Eluru,1.3,21.61,67.93,542,0
2023-12-16,Eluru,0.3,15.77,67.64,542,0
2023-12-17,Eluru,2.0,13.05,66.92,542,0
2023-12-18,Eluru,7.61,17.700000000000003,66.79,542,0
2023-12-19,Eluru,0.12,13.66,66.05,542,0
2023-12-20,Eluru,1.03,14.200000000000001,65.37,542,0
2023-12-21,Eluru,0.7,13.06,65.06,542,0
2023-12-22,Eluru,0.82,12.58,64.41,542,0
2023-12-23,Eluru,7.17,19.450000000000003,64.28,542,0
2023-12-24,Eluru,1.89,19.34,63.51,542,0
2023-12-25,Eluru,1.88,13.61,63.04,542,0
2023-12-26,Eluru,4.29,17.78,62.73,542,0
2023-12-27,Eluru,0.5,17.25,62.37,542,0
2023-12-28,Eluru,2.0,18.55,62.23,542,0
2023-12-29,Eluru,1.69,19.419999999999998,61.43,542,0
2023-12-30,Eluru,2.73,14.98,61.31,542,0
2023-12-31,Eluru,23.17,36.260000000000005,60.75,542,0
2023-01-01,Guntur,1.46,1.46,50.09,4519,0
2023-01-02,Guntur,9.75,11.21,49.91,4519,0
2023-01-03,Guntur,7.07,18.28,49.36,4519,0
2023-01-04,Guntur,0.65,18.93,48.64,4519,0
2023-01-05,Guntur,0.22,19.150000000000002,47.99,4519,0
2023-01-06,Guntur,0.32,19.470000000000002,47.79,4519,0
2023-01-07,Guntur,0.06,19.53,47.31,4519,0
2023-01-08,Guntur,0.3,18.37,47.14,4519,0
2023-01-09,Guntur,3.45,12.07,47.01,4519,0
2023-01-10,Guntur,0.22,5.22,46.45,4519,0
2023-01-11,Guntur,1.15,5.72,45.97,4519,0
2023-01-12,Guntur,5.59,11.09,45.81,4519,0
2023-01-13,Guntur,0.07,10.84,45.69,4519,0
2023-01-14,Guntur,5.05,15.829999999999998,44.9,4519,0
2023-01-15,Guntur,0.99,16.52,44.78,4519,0
2023-01-16,Guntur,0.38,13.450000000000001,44.36,4519,0
2023-01-17,Guntur,3.58,16.810000000000002,43.91,4519,0
2023-01-18,Guntur,2.97,18.63,43.73,4519,0
2023-01-19,Guntur,6.3,19.34,43.51,4519,0
2023-01-20,Guntur,3.98,23.25,43.16,4519,0
2023-01-21,Guntur,4.88,23.08,42.53,4519,0
2023-01-22,Guntur,0.99,23.08,42.08,4519,0
2023-01-23,Guntur,0.59,23.29,41.53,4519,0
2023-01-24,Guntur,4.17,23.88,40.74,4519,0
2023-01-25,Guntur,4.93,25.84,40.1,4519,0
2023-01-26,Guntur,13.97,33.51,39.7,4519,0
2023-01-27,Guntur,1.6,31.13,39.29,4519,0
2023-01-28,Guntur,1.4,27.65,38.75,4519,0
2023-01-29,Guntur,4.49,31.150000000000002,38.19,4519,0
2023-01-30,Guntur,1.25,31.810000000000002,37.74,4519,0
2023-01-31,Guntur,8.01,35.65,37.18,4519,0
2023-02-01,Guntur,5.86,36.58,37.07,4519,0
2023-02-02,Guntur,1.68,24.290000000000003,36.67,4519,0
2023-02-03,Guntur,4.17,26.86,36.37,4519,0
2023-02-04,Guntur,4.21,29.67,36.18,4519,0
2023-02-05,Guntur,0.33,25.509999999999998,36.01,4519,0
2023-02-06,Guntur,6.99,31.25,35.49,4519,0
2023-02-07,Guntur,2.11,25.35,35.02,4519,0
2023-02-08,Guntur,5.25,24.74,34.75,4519,0
2023-02-09,Guntur,1.16,24.22,34.32,4519,0
2023-02-10,Guntur,6.78,26.830000000000002,33.87,4519,0
2023-02-11,Guntur,1.48,24.1,33.64,4519,0
2023-02-12,Guntur,0.03,23.8,33.08,4519,0
2023-02-13,Guntur,7.07,23.88,32.43,4519,0
2023-02-14,Guntur,0.29,22.06,31.78,4519,0
2023-02-15,Guntur,1.15,17.96,31.26,4519,0
2023-02-16,Guntur,8.99,25.79,30.8,4519,0
2023-02-17,Guntur,9.02,28.03,30.66,4519,0
2023-02-18,Guntur,2.56,29.11,30.35,4519,0
2023-02-19,Guntur,3.0,32.08,30.19,4519,0
2023-02-20,Guntur,1.79,26.8,29.41,4519,0
2023-02-21,Guntur,1.04,27.55,29.22,4519,0
2023-02-22,Guntur,1.2,27.6,29.01,4519,0
2023-02-23,Guntur,3.35,21.959999999999997,28.29,4519,0
2023-02-24,Guntur,4.19,17.130000000000003,27.53,4519,0
2023-02-25,Guntur,4.7,19.27,26.89,4519,0
2023-02-26,Guntur,4.68,20.95,26.79,4519,0
2023-02-27,Guntur,0.29,19.45,26.69,4519,0
2023-02-28,Guntur,2.05,20.46,26.32,4519,0
2023-03-01,Guntur,0.18,19.439999999999998,26.12,4519,0
2023-03-02,Guntur,2.39,18.48,26.01,4519,0
2023-03-03,Guntur,1.75,16.04,25.59,4519,0
2023-03-04,Guntur,6.56,17.9,24.83,4519,0
2023-03-05,Guntur,1.3,14.520000000000001,24.5,4519,0
2023-03-06,Guntur,0.37,14.6,23.94,4519,0
2023-03-07,Guntur,0.46,13.010000000000002,23.38,4519,0
2023-03-08,Guntur,4.3,17.13,23.1,4519,0
2023-03-09,Guntur,2.89,17.63,22.55,4519,0
2023-03-10,Guntur,0.32,16.2,22.3,4519,0
2023-03-11,Guntur,0.26,9.9,22.12,4519,0
2023-03-12,Guntur,3.62,12.219999999999999,21.52,4519,0
2023-03-13,Guntur,0.23,12.08,21.34,4519,0
2023-03-14,Guntur,5.18,16.799999999999997,20.55,4519,0
2023-03-15,Guntur,3.67,16.17,20.32,4519,0
2023-03-16,Guntur,0.25,13.53,19.8,4519,0
2023-03-17,Guntur,0.27,13.479999999999999,19.41,4519,0
2023-03-18,Guntur,12.95,26.169999999999998,19.23,4519,0
2023-03-19,Guntur,1.41,23.959999999999997,19.11,4519,0
2023-03-20,Guntur,1.39,25.119999999999997,18.57,4519,0
2023-03-21,Guntur,5.03,24.97,17.91,4519,0
2023-03-22,Guntur,8.83,30.13,17.22,4519,0
2023-03-23,Guntur,12.81,42.69,16.78,4519,0
2023-03-24,Guntur,4.2,46.62,16.13,4519,0
2023-03-25,Guntur,1.42,35.09,15.56,4519,0
2023-03-26,Guntur,0.26,33.940000000000005,14.96,4519,0
2023-03-27,Guntur,4.5,37.050000000000004,14.51,4519,0
2023-03-28,Guntur,2.45,34.47,13.97,4519,0
2023-03-29,Guntur,1.66,27.3,13.3,4519,0
2023-03-30,Guntur,7.1,21.59,12.93,4519,0
2023-03-31,Guntur,0.35,17.740000000000002,12.26,4519,0
2023-04-01,Guntur,2.04,18.36,11.75,4519,0
2023-04-02,Guntur,0.03,18.130000000000003,11.53,4519,0
2023-04-03,Guntur,1.9,15.530000000000001,11.41,4519,0
2023-04-04,Guntur,0.17,13.25,11.06,4519,0
2023-04-05,Guntur,0.38,11.969999999999999,10.58,4519,0
2023-04-06,Guntur,0.38,5.25,10.0,4519,0
2023-04-07,Guntur,3.14,8.040000000000001,10.0,4519,0
2023-04-08,Guntur,4.11,10.11,10.0,4519,0
2023-04-09,Guntur,2.63,12.71,10.0,4519,0
2023-04-10,Guntur,9.82,20.630000000000003,10.0,4519,0
2023-04-11,Guntur,1.41,21.87,10.0,4519,0
2023-04-12,Guntur,1.01,22.5,10.0,4519,0
2023-04-13,Guntur,6.09,28.21,10.0,4519,0
2023-04-14,Guntur,0.76,25.830000000000002,10.0,4519,0
2023-04-15,Guntur,9.91,31.630000000000003,10.0,4519,0
2023-04-16,Guntur,0.04,29.040000000000003,10.0,4519,0
